track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,136,115,E,Minor,-0.503767898685549,-1.1510560006405195,-1.8306432559541252,1.8393928716025165,-0.1886134947097773,0.948161227912897,-0.7398039216909645
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,32,5,88,128,B,Major,0.4477092620629245,1.896692094248677,0.9695869588477579,-0.3293674647454215,-0.1886134947097773,-0.9659026706419773,-0.5450868522251393
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,E,Minor,0.9234478424371613,1.6427130863412438,0.7829049445276323,-0.9997115687075114,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,A,Minor,0.10789599036704109,0.41514788145531745,0.40954091588738123,0.2621126269858343,-0.1886134947097773,0.948161227912897,0.9152911687685498
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,D,Major,0.3797466077237478,1.5157235823875272,0.34731357778067273,-0.8025515381304262,-0.1886134947097773,0.7273077011565654,-0.5450868522251393
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,22,122,D,Minor,-1.183394442077316,1.4310639130850495,-0.7727785081400805,-0.6053915075533409,-0.1886134947097773,0.7273077011565654,-0.44772831749222675
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,C#,Minor,0.6515972250804546,-0.6430979848256535,-0.0882777889662869,-0.9997115687075114,-0.1886134947097773,1.3162504391734497,-0.5450868522251393
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,1,0,52,110,G,Minor,-1.5232077137731992,-1.1510560006405195,-0.1505051270729954,-0.7236875258995921,-0.1886134947097773,-0.15610640586876123,-0.7398039216909645
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,0.03993333602786441,-0.008150465057070927,-0.27495980328641245,-0.9208475564766774,-0.1886134947097773,0.06474712088757043,-0.05829417856057632
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,F#,Major,0.991410496776338,0.9231058972701836,-1.2083698748870402,1.0901847554095925,-0.1886134947097773,-0.8186669861377562,-0.7398039216909645
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,31,125,A#,Minor,-1.5232077137731992,-1.7436736857578634,-1.7061885797407084,2.7857610183725257,2.654717277600536,3.3775500222325454,-0.642445386958052
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124,D#,Minor,0.3797466077237478,0.3728180468040786,0.7829049445276323,-0.9208475564766774,-0.1886134947097773,-0.524195617129314,-0.642445386958052
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,5,2,30,2,66,133,B,Minor,-0.16395462698966562,-0.008150465057070927,-0.586096493819955,1.8393928716025165,-0.1886134947097773,-0.3033420903729823,-0.7398039216909645
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,G,Major,-0.503767898685549,-1.6166841818041469,-0.7105511700333721,-0.8814155503612603,-0.1886134947097773,0.21198280539179154,-0.642445386958052
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,F,Minor,-2.3387595658433193,-0.5584383155231758,0.40954091588738123,-0.2505034525145874,-0.1886134947097773,0.7273077011565654,-0.5450868522251393
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,28,80,D#,Minor,-0.707655861703079,1.3887340784338107,1.840769692341677,-0.6053915075533409,-0.1886134947097773,1.3898682814255603,-0.15565271329348893
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,A,Major,0.24382129904539446,-0.47377864622069815,-0.8972331843534976,-0.4082314769762556,-0.1886134947097773,-0.15610640586876123,1.110008238234375
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,E,Major,-0.16395462698966562,1.854362259597438,0.9695869588477579,-0.8419835442458432,-0.1886134947097773,1.6843396504340025,0.5258570298368993
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,4,2,13,140,G,Minor,0.1758586447062178,1.2617445744800941,-0.0882777889662869,-0.8814155503612603,-0.1886134947097773,-0.7450491438856457,-0.642445386958052
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,7,76,3,1,93,128,A,Minor,1.0593731511155147,1.7697025902949604,0.036176887247130134,1.2479127798712608,-0.1886134947097773,-0.671431301633535,-0.2530112480264015
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160,A,Major,-2.0669089484866126,-1.4473648431991915,-1.083915198673623,-0.9602795625920945,5.0431151263412,-0.524195617129314,-0.7398039216909645
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144,F,Major,0.4477092620629245,-0.6430979848256535,-0.0882777889662869,-0.013911415822085053,-0.1886134947097773,0.6536898589044549,-0.5450868522251393
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,12,5,56,192,B,Major,-0.9115438247206091,0.11883903889664559,-0.586096493819955,1.6028008349100142,-0.1886134947097773,1.7579574926861132,0.03906435617233629
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,C#,Minor,-0.707655861703079,-0.4314488115694593,0.09840422535383865,1.445072810448346,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,G,Minor,-0.16395462698966562,-1.3627051738967138,0.4717682539940897,-0.644823513668758,-0.1886134947097773,-0.37695993262509286,1.4020838424331128
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,26,104,C#,Major,-1.319319750755669,-0.6007681501744147,-1.4572792273138742,0.2226806208704173,-0.1886134947097773,-0.5978134593814245,-0.05829417856057632
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,G#,Major,1.1273358054546914,0.03417936959416791,0.7829049445276323,-0.5659595014379238,-0.1886134947097773,-0.8186669861377562,-0.642445386958052
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81,B,Minor,0.9234478424371613,-1.4050350085479526,-0.026050450859578377,-0.9208475564766774,-0.1886134947097773,-0.5978134593814245,0.03906435617233629
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117,C#,Major,-0.707655861703079,1.4733937477362884,1.591860339914843,-0.9602795625920945,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174,D,Major,-0.43580524434637236,-1.320375339245475,-1.0216878605669146,-0.21107144639917033,-0.1886134947097773,-0.4505777748772034,-0.44772831749222675
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,"4,607",1,58,128,C#,Major,-0.9795064790597858,-1.1510560006405195,0.16063156346054716,-0.6053915075533409,-0.1886134947097773,-0.5978134593814245,1.6941594466318504
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150,C#,Minor,0.6515972250804546,1.1770849051776167,0.5339955921007983,-0.4476634830916727,-0.1886134947097773,0.6536898589044549,-0.05829417856057632
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,28,1,44,90,A,Minor,-0.7756185160422557,0.07650920424540675,-0.586096493819955,1.0507527492941755,-0.1886134947097773,-0.4505777748772034,-0.642445386958052
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,26,85,F,Major,1.4671490771505746,0.6691268893627504,0.8451322826343408,-0.684255519784175,-0.1886134947097773,-0.8186669861377562,2.1809521202964133
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,13,180,D#,Major,-0.02802931831131227,-1.1510560006405195,0.8451322826343408,-0.4476634830916727,-0.1886134947097773,0.8745433856607865,-0.642445386958052
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,35,102,8,1,117,166,C#,Major,1.195298459793868,0.07650920424540675,0.22285890156725569,0.5381366697937537,-0.1886134947097773,-0.671431301633535,-0.642445386958052
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,G#,Major,0.7195598794196312,-1.9553228590140574,-2.141779946487668,-0.21107144639917033,-0.1886134947097773,-0.37695993262509286,-0.5450868522251393
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,G,Major,0.991410496776338,-0.008150465057070927,-1.5817339035272913,-0.9602795625920945,-0.1886134947097773,-0.671431301633535,3.738688676023015
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,1,92,D,Major,0.1758586447062178,-0.38911897691822045,-1.3328245511004573,2.0365529021796016,-0.1886134947097773,-0.524195617129314,-0.7398039216909645
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,0.3797466077237478,-0.26212947296450395,-0.1505051270729954,0.06495259640874906,-0.1886134947097773,-0.37695993262509286,0.2337814256381615
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,80,92,G,Major,0.7195598794196312,-0.516108480871937,-0.7105511700333721,0.14381660863958318,-0.1886134947097773,-0.524195617129314,-0.44772831749222675
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,263,150,A,Major,-0.9115438247206091,-1.1087261659892806,0.5962229302075067,-0.4870954892070897,-0.1886134947097773,-0.671431301633535,0.03906435617233629
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,F,Major,0.24382129904539446,0.28815837750160095,0.34731357778067273,0.14381660863958318,-0.1886134947097773,1.0217790701650076,0.8179326340356371
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90,E,Minor,-0.36784259000719566,-1.8706631897115797,-0.1505051270729954,-0.8025515381304262,-0.1886134947097773,2.935842968719882,-0.44772831749222675
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,A,Major,0.31178395338457116,-0.26212947296450395,-0.33718714139312095,-0.4870954892070897,-0.1886134947097773,0.13836496313968097,1.0126497035014623
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,F,Major,0.4477092620629245,0.41514788145531745,1.1562689731678835,-0.6053915075533409,-0.1886134947097773,1.2426325969213392,-0.44772831749222675
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,E,Minor,-0.09599197265048895,1.4310639130850495,-0.27495980328641245,0.5381366697937537,-0.1886134947097773,-0.3033420903729823,0.2337814256381615
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,G,Major,-0.09599197265048895,-0.8124173234306089,-1.5195065654205828,2.1548489205258528,-0.1886134947097773,-0.524195617129314,-0.7398039216909645
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,F#,Major,1.8749250031856348,0.4574777161065563,-0.7727785081400805,-0.9208475564766774,-0.1886134947097773,-0.9659026706419773,0.5258570298368993
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836,124,133,139,14,166,107,F,Minor,0.8554851880979846,0.7537865586652281,0.8451322826343408,0.06495259640874906,-0.1886134947097773,-0.524195617129314,0.3311399603710741
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146,B,Minor,0.5836345707412779,0.41514788145531745,-0.39941447949982944,-0.8025515381304262,-0.1886134947097773,-0.15610640586876123,-0.7398039216909645
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,A,Minor,0.24382129904539446,0.3304882121528398,-0.5238691557132465,-0.8814155503612603,-0.1886134947097773,0.6536898589044549,0.1364228909052489
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,0,95,F#,Minor,-0.299879935668019,1.0077655665726613,1.71631501612826,0.18324861475500023,-0.1886134947097773,5.36523176303953,-0.5450868522251393
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170,G#,Minor,0.10789599036704109,0.7537865586652281,-0.8350058462467891,1.445072810448346,-0.1886134947097773,1.4634861236776708,-0.642445386958052
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,F#,Minor,0.7195598794196312,0.542137385409034,0.2850862396739642,-0.8814155503612603,-0.1886134947097773,-0.8186669861377562,0.3311399603710741
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,0,84,F#,Minor,-1.6591330224515526,-1.574354347152908,0.5962229302075067,-0.9997115687075114,-0.1886134947097773,0.06474712088757043,-0.2530112480264015
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146,B,Minor,0.7875225337588079,0.28815837750160095,-0.1505051270729954,-0.6053915075533409,-0.1886134947097773,-0.524195617129314,1.2073667729672874
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74,A#,Minor,0.991410496776338,-0.17746980366202628,-0.1505051270729954,-0.644823513668758,-0.1886134947097773,-0.5978134593814245,0.4284984951039867
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,37,50,79,11,31,144,B,Major,0.991410496776338,0.11883903889664559,-1.2705972129937486,-0.8025515381304262,-0.1886134947097773,1.0953969124171181,-0.35036978275931413
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,B,Minor,0.7195598794196312,-1.320375339245475,0.34731357778067273,-0.9997115687075114,-0.1886134947097773,-0.15610640586876123,-0.642445386958052
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100,E,Major,0.3797466077237478,-1.7436736857578634,-1.2705972129937486,-0.013911415822085053,-0.1886134947097773,-0.15610640586876123,-0.2530112480264015
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,5,0,73,105,F,Minor,1.6710370401681047,0.3304882121528398,-0.8350058462467891,0.5775686759091708,5.611781280803262,0.5800720166523443,-0.2530112480264015
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106,F,Major,0.8554851880979846,-1.1933858352917583,-1.0216878605669146,-0.4870954892070897,-0.1886134947097773,-0.8922848283898668,-0.5450868522251393
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132,D,Major,-0.5717305530247258,0.49980755075779515,1.5296330018081346,-0.3293674647454215,-0.1886134947097773,4.555435498266314,-0.15565271329348893
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120,A,Major,1.603074385828928,0.49980755075779515,-0.39941447949982944,1.0113207431787585,-0.1886134947097773,0.948161227912897,1.110008238234375
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,C#,Major,-1.2513570964164926,-1.9976526936652963,-0.586096493819955,-0.7631195320150091,-0.1886134947097773,-0.8922848283898668,-0.7398039216909645
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,8,60,4,1,109,129,G#,Major,-2.2707969115041426,-1.1087261659892806,-0.8350058462467891,1.6816648471408482,-0.1886134947097773,-0.008870721364540124,-0.642445386958052
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135,F,Minor,-0.7756185160422557,-0.38911897691822045,-0.7727785081400805,-0.8419835442458432,-0.1886134947097773,1.3162504391734497,1.3047253077002001
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,5,6,4,1,33,98,A#,Minor,-0.503767898685549,-1.6166841818041469,-1.7061885797407084,1.2479127798712608,-0.1886134947097773,-0.37695993262509286,-0.7398039216909645
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,A,Minor,1.1273358054546914,0.16116887354788442,-1.083915198673623,-0.013911415822085053,-0.1886134947097773,0.13836496313968097,5.199066697016704
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135,A,Minor,1.0593731511155147,-1.1087261659892806,0.2850862396739642,-0.8814155503612603,-0.1886134947097773,0.3592184898960126,0.1364228909052489
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,D,Major,-0.02802931831131227,0.16116887354788442,0.16063156346054716,1.3267767921020948,-0.1886134947097773,4.555435498266314,-0.5450868522251393
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96,D,Major,1.8749250031856348,1.1347550705263778,0.09840422535383865,-0.9208475564766774,-0.1886134947097773,-1.0395205128940879,-0.44772831749222675
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123,G#,Major,1.1273358054546914,1.896692094248677,0.9073596207410494,0.6564326881400049,-0.1886134947097773,-0.008870721364540124,0.03906435617233629
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,G#,Major,-0.16395462698966562,-0.21979963831326513,-0.7105511700333721,-0.4082314769762556,-0.1886134947097773,-0.671431301633535,-0.5450868522251393
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,F,Minor,-1.5911703681123759,-1.0240664966868032,-2.017325270274251,2.4703049694491894,-0.1886134947097773,-0.3033420903729823,-0.5450868522251393
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,4,1,1,133,A,Minor,-0.36784259000719566,0.20349870819912327,0.09840422535383865,-0.3293674647454215,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,G#,Minor,-1.183394442077316,-0.3044593076157428,0.7206776064209238,-0.644823513668758,-0.1886134947097773,1.0217790701650076,-0.5450868522251393
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,G#,Major,0.8554851880979846,-0.5584383155231758,1.4674056637014259,-0.6053915075533409,-0.1886134947097773,-0.524195617129314,-0.5450868522251393
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,F#,Minor,0.1758586447062178,1.3464042437825718,1.218496311274592,0.18324861475500023,-0.1886134947097773,2.126046703946666,1.8888765160976755
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,F#,Major,0.6515972250804546,0.7537865586652281,-0.39941447949982944,0.49870466367833666,-0.1886134947097773,0.5800720166523443,-0.5450868522251393
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,C#,Major,-1.5911703681123759,-0.6430979848256535,-1.4572792273138742,0.9324567309479244,-0.1886134947097773,1.4634861236776708,-0.5450868522251393
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134,B,Major,0.7875225337588079,0.28815837750160095,0.8451322826343408,0.3015446331012514,-0.1886134947097773,-0.524195617129314,1.4020838424331128
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,6,170,E,Minor,-1.1154317877381392,-1.0240664966868032,-1.9550979321675424,0.8535927187170902,-0.1886134947097773,0.2856006476439021,-0.7398039216909645
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81,F#,Major,0.6515972250804546,1.8120324249461992,0.09840422535383865,1.52393682267918,-0.1886134947097773,1.4634861236776708,-0.7398039216909645
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,7,29,51,1,29,154,F#,Major,0.03993333602786441,-0.5584383155231758,1.4674056637014259,-0.9997115687075114,-0.1886134947097773,-0.7450491438856457,-0.5450868522251393
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,29,169,C#,Major,0.4477092620629245,1.0077655665726613,0.5339955921007983,0.6170006820245878,-0.1886134947097773,-0.671431301633535,-0.642445386958052
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,330,26,23,115,G,Major,1.7389996945072814,-0.17746980366202628,-1.083915198673623,0.2621126269858343,-0.1886134947097773,-0.5978134593814245,2.473027724495151
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779,6,14,8,2,4,84,A,Minor,0.6515972250804546,-0.6854278194768924,1.4674056637014259,-0.4082314769762556,-0.1886134947097773,-0.08248856361665068,-0.15565271329348893
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,39,14,48,2,3,93,G#,Major,1.8069623488464581,0.8384462279677058,-0.21273246517970393,-0.5659595014379238,-0.1886134947097773,2.567753757459329,3.0571789328926267
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,43,5,44,91,G,Major,-0.503767898685549,-1.7436736857578634,-0.461641817606538,-0.9997115687075114,-0.1886134947097773,2.3469002307029974,-0.7398039216909645
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,182,142,A#,Minor,0.31178395338457116,-0.47377864622069815,-1.083915198673623,1.7605288593716824,-0.1886134947097773,-0.37695993262509286,-0.642445386958052
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066,34,2,33,0,1,126,C#,Major,1.3312237684722212,0.07650920424540675,-0.7727785081400805,1.563368828794597,-0.07488026381736478,-0.524195617129314,-0.5450868522251393
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,A#,Major,1.5351117314897513,0.9654357319214224,0.22285890156725569,-0.4870954892070897,-0.1886134947097773,-0.5978134593814245,0.8179326340356371
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,3,10,3,0,0,101,F,Major,-0.707655861703079,1.2194147398288553,-0.33718714139312095,-0.7236875258995921,-0.1886134947097773,-0.8922848283898668,-0.5450868522251393
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,2,98,G,Minor,0.5836345707412779,1.2194147398288553,1.0318142969544664,-0.2899354586300045,-0.1886134947097773,-0.8922848283898668,-0.15565271329348893
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,8,57,76,2,49,154,F#,Major,0.5836345707412779,-1.0663963313380418,0.34731357778067273,-0.9997115687075114,-0.1886134947097773,1.6843396504340025,-0.44772831749222675
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,A,Major,0.1758586447062178,-0.6854278194768924,-1.4572792273138742,0.5775686759091708,-0.1886134947097773,-0.5978134593814245,-0.7398039216909645
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,B,Major,1.6710370401681047,1.1347550705263778,-0.1505051270729954,-0.3293674647454215,-0.1886134947097773,-0.8922848283898668,-0.05829417856057632
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,438,202,A#,Major,0.10789599036704109,-0.6430979848256535,1.591860339914843,-0.9997115687075114,0.9487188142143481,-0.22972424812087178,-0.642445386958052
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,B,Minor,0.5156719164021012,0.16116887354788442,0.7206776064209238,-0.05334342193750211,-0.1886134947097773,-0.5978134593814245,0.4284984951039867
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142,F,Major,-0.7756185160422557,0.2458285428503621,1.4051783255947174,-1.0391435748229285,-0.07488026381736478,-0.5978134593814245,-0.642445386958052
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,11,108,A,Minor,-0.5717305530247258,-1.5320245125016692,-0.026050450859578377,0.6564326881400049,10.047377285607352,-0.4505777748772034,-0.05829417856057632
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,3,3,6,0,0,143,B,Major,0.8554851880979846,-0.77008748877937,0.34731357778067273,-0.17163944028375328,-0.1886134947097773,-0.671431301633535,-0.642445386958052
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418,12,57,47,1,33,108,D,Major,0.1758586447062178,1.092425235875139,-1.0216878605669146,0.41984065144750254,-0.1886134947097773,-0.4505777748772034,-0.5450868522251393
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,17,104,F,Minor,-2.406722220182496,-1.4473648431991915,0.5962229302075067,-0.4870954892070897,-0.1886134947097773,-0.08248856361665068,-0.7398039216909645
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,84,93,F#,Minor,-0.9115438247206091,-1.3627051738967138,-1.0216878605669146,0.3804086453320855,-0.1886134947097773,1.3898682814255603,-0.5450868522251393
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,F#,Minor,1.4671490771505746,0.41514788145531745,0.09840422535383865,-0.3687994708608386,-0.1886134947097773,1.3162504391734497,0.5258570298368993
